id,source,tier,name,wikiTitle,wikiUrl,description,prereqs,iconItemId,iconKey
collection_log_easy_get-5-new-uniques-from-easy-clues_84f5ad7184,COLLECTION_LOG,EASY,Get 5 new uniques from easy clues,Nex,https://oldschool.runescape.wiki/w/Nex,,None,,
collection_log_easy_get-5-new-uniques-from-easy-clues_84f5ad7184,COLLECTION_LOG,EASY,Get 5 new uniques from easy clues,Nex,https://oldschool.runescape.wiki/w/Nex,,None,,
collection_log_easy_get-5-new-uniques-from-easy-clues_84f5ad7184,COLLECTION_LOG,EASY,Get 5 new uniques from easy clues,Nex,https://oldschool.runescape.wiki/w/Nex,,None,,
collection_log_easy_get-5-new-uniques-from-easy-clues_84f5ad7184,COLLECTION_LOG,EASY,Get 5 new uniques from easy clues,Nex,https://oldschool.runescape.wiki/w/Nex,,None,,
collection_log_easy_get-5-new-uniques-from-medium-clues_3e17797552,COLLECTION_LOG,EASY,Get 5 new uniques from medium clues,Nex,https://oldschool.runescape.wiki/w/Nex,,None,,
collection_log_easy_get-5-new-uniques-from-medium-clues_3e17797552,COLLECTION_LOG,EASY,Get 5 new uniques from medium clues,Nex,https://oldschool.runescape.wiki/w/Nex,,None,,
collection_log_easy_get-5-new-uniques-from-medium-clues_3e17797552,COLLECTION_LOG,EASY,Get 5 new uniques from medium clues,Nex,https://oldschool.runescape.wiki/w/Nex,,None,,
collection_log_easy_get-5-new-uniques-from-medium-clues_3e17797552,COLLECTION_LOG,EASY,Get 5 new uniques from medium clues,Nex,https://oldschool.runescape.wiki/w/Nex,,None,,
collection_log_easy_get-5-new-uniques-from-hard-clues_6f3017179a,COLLECTION_LOG,EASY,Get 5 new uniques from hard clues,Nex,https://oldschool.runescape.wiki/w/Nex,,None,,
collection_log_easy_get-5-new-uniques-from-hard-clues_6f3017179a,COLLECTION_LOG,EASY,Get 5 new uniques from hard clues,Nex,https://oldschool.runescape.wiki/w/Nex,,None,,
collection_log_easy_get-runner-boots_27a41be5b8,COLLECTION_LOG,EASY,Get Runner boots,Runner boots,https://oldschool.runescape.wiki/w/Runner_boots,,None,,
collection_log_easy_get-penance-gloves_1485180d14,COLLECTION_LOG,EASY,Get Penance gloves,Penance gloves,https://oldschool.runescape.wiki/w/Penance_gloves,,None,,
collection_log_easy_get-a-granite-body_60b5b1efe2,COLLECTION_LOG,EASY,Get a Granite body,Granite body,https://oldschool.runescape.wiki/w/Granite_body,,None,,
collection_log_easy_get-1-new-halo_0797ac504a,COLLECTION_LOG,EASY,Get 1 new halo,Graphical updates,https://oldschool.runescape.wiki/w/Graphical_updates,,None,,
collection_log_easy_get-the-full-red-decorative-set_99b8cf61bc,COLLECTION_LOG,EASY,Get the full Red decorative set,Castle Wars,https://oldschool.runescape.wiki/w/Castle_Wars,,None,,
collection_log_easy_get-the-zamorak-hood-cloak_302ce79dfd,COLLECTION_LOG,EASY,Get the Zamorak hood & cloak,Ardougne max cape,https://oldschool.runescape.wiki/w/Ardougne_max_cape,,None,,
collection_log_easy_get-the-saradomin-hood-cloak_76a03e86b7,COLLECTION_LOG,EASY,Get the Saradomin hood & cloak,Ardougne max cape,https://oldschool.runescape.wiki/w/Ardougne_max_cape,,None,,
collection_log_easy_get-1-angler-piece_1977749026,COLLECTION_LOG,EASY,Get 1 Angler piece,Angler's outfit,https://oldschool.runescape.wiki/w/Angler%27s_outfit,,None,,
collection_log_easy_get-1-angler-piece_1977749026,COLLECTION_LOG,EASY,Get 1 Angler piece,Angler's outfit,https://oldschool.runescape.wiki/w/Angler%27s_outfit,,None,,
collection_log_easy_get-1-angler-piece_1977749026,COLLECTION_LOG,EASY,Get 1 Angler piece,Angler's outfit,https://oldschool.runescape.wiki/w/Angler%27s_outfit,,None,,
collection_log_easy_get-1-angler-piece_1977749026,COLLECTION_LOG,EASY,Get 1 Angler piece,Angler's outfit,https://oldschool.runescape.wiki/w/Angler%27s_outfit,,None,,
collection_log_easy_get-1-new-unique-from-gnome-restaurant_7dcf8ed4f4,COLLECTION_LOG,EASY,Get 1 new unique from Gnome Restaurant,Upcoming updates,https://oldschool.runescape.wiki/w/Upcoming_updates,,None,,
collection_log_easy_upgrade-the-mta-wand-once_27addb1a3e,COLLECTION_LOG,EASY,Upgrade the MTA wand once,Mage Training Arena,https://oldschool.runescape.wiki/w/Mage_Training_Arena,,None,,
collection_log_easy_unlock-bones-to-peaches_59ac877e55,COLLECTION_LOG,EASY,Unlock bones to peaches,Mage Training Arena,https://oldschool.runescape.wiki/w/Mage_Training_Arena,,None,,
collection_log_easy_get-infinity-boots_9589201f74,COLLECTION_LOG,EASY,Get Infinity boots,Infinity boots,https://oldschool.runescape.wiki/w/Infinity_boots,,None,,
collection_log_easy_get-infinity-gloves_f2598c65c9,COLLECTION_LOG,EASY,Get Infinity gloves,Infinity gloves,https://oldschool.runescape.wiki/w/Infinity_gloves,,None,,
collection_log_easy_get-a-void-knight-seal_c19a70738c,COLLECTION_LOG,EASY,Get a Void Knight seal,Void seal,https://oldschool.runescape.wiki/w/Void_seal,,None,,
collection_log_easy_get-void-knight-gloves_42376181b9,COLLECTION_LOG,EASY,Get Void Knight gloves,Void knight gloves,https://oldschool.runescape.wiki/w/Void_knight_gloves,,None,,
collection_log_easy_get-1-piece-of-rogue-equipment_7f05e4afeb,COLLECTION_LOG,EASY,Get 1 piece of Rogue equipment,Rogue mask,https://oldschool.runescape.wiki/w/Rogue_mask,,None,,
collection_log_easy_get-1-piece-of-rogue-equipment_7f05e4afeb,COLLECTION_LOG,EASY,Get 1 piece of Rogue equipment,Rogue mask,https://oldschool.runescape.wiki/w/Rogue_mask,,None,,
collection_log_easy_get-1-unique-from-shades-of-mort-ton_c4908b76b6,COLLECTION_LOG,EASY,Get 1 unique from Shades of Mort'ton,Drops,https://oldschool.runescape.wiki/w/Drops,,None,,
collection_log_easy_get-1-unique-from-shades-of-mort-ton_c4908b76b6,COLLECTION_LOG,EASY,Get 1 unique from Shades of Mort'ton,Drops,https://oldschool.runescape.wiki/w/Drops,,None,,
collection_log_easy_get-1-piece-of-lumberjack-equipment_9766ba3410,COLLECTION_LOG,EASY,Get 1 piece of Lumberjack equipment,Lumberjack outfit,https://oldschool.runescape.wiki/w/Lumberjack_outfit,,None,,
collection_log_easy_get-the-gricoller-s-can_b192d566c0,COLLECTION_LOG,EASY,Get the Gricoller's can,Gricoller's can,https://oldschool.runescape.wiki/w/Gricoller%27s_can,,None,,
collection_log_easy_get-1-piece-of-farmer-s-equipment_897391100d,COLLECTION_LOG,EASY,Get 1 piece of Farmer's equipment,Farmer's shirt,https://oldschool.runescape.wiki/w/Farmer%27s_shirt,,None,,
collection_log_easy_get-blue-rum_169143c60d,COLLECTION_LOG,EASY,Get Blue Rum,Rum (blue),https://oldschool.runescape.wiki/w/Rum_%28blue%29,,None,,
collection_log_easy_get-red-rum_174be44460,COLLECTION_LOG,EASY,Get Red Rum,Rum (red),https://oldschool.runescape.wiki/w/Rum_%28red%29,,None,,
collection_log_easy_get-the-stuff_7a4345d150,COLLECTION_LOG,EASY,Get The stuff,The stuff,https://oldschool.runescape.wiki/w/The_stuff,,None,,
collection_log_easy_get-the-pearl-fishing-rod_f6d1ee2ff1,COLLECTION_LOG,EASY,Get the Pearl fishing rod,Pearl fishing rod,https://oldschool.runescape.wiki/w/Pearl_fishing_rod,,None,,
collection_log_easy_get-1-unique-champion-scroll_86dd1f3dd3,COLLECTION_LOG,EASY,Get 1 unique Champion scroll,Zakl'n Gritch,https://oldschool.runescape.wiki/w/Zakl%27n_Gritch,,None,,
collection_log_easy_get-the-marksman-headpiece_1b2bcf796c,COLLECTION_LOG,EASY,Get the Marksman headpiece,Chompy bird hat (marksman),https://oldschool.runescape.wiki/w/Chompy_bird_hat_%28marksman%29,,None,,
collection_log_easy_get-a-tea-flask_7e7028a713,COLLECTION_LOG,EASY,Get a Tea flask,Tea flask,https://oldschool.runescape.wiki/w/Tea_flask,,None,,
collection_log_easy_get-a-rune-satchel_a621b8eb7d,COLLECTION_LOG,EASY,Get a Rune satchel,Rune satchel,https://oldschool.runescape.wiki/w/Rune_satchel,,None,,
collection_log_easy_get-a-green-satchel_7702994fd1,COLLECTION_LOG,EASY,Get a Green satchel,Green satchel,https://oldschool.runescape.wiki/w/Green_satchel,,None,,
collection_log_easy_get-a-red-satchel_1f03ee35a7,COLLECTION_LOG,EASY,Get a Red satchel,Red satchel,https://oldschool.runescape.wiki/w/Red_satchel,,None,,
collection_log_easy_get-a-black-satchel_ce375183f1,COLLECTION_LOG,EASY,Get a Black satchel,Black satchel,https://oldschool.runescape.wiki/w/Black_satchel,,None,,
collection_log_easy_get-a-rune-defender_2a693c8ef4,COLLECTION_LOG,EASY,Get a Rune defender,Rune defender,https://oldschool.runescape.wiki/w/Rune_defender,,None,,
collection_log_easy_get-2-unique-notes-from-fossil-island_1fdaa10884,COLLECTION_LOG,EASY,Get 2 unique notes from Fossil Island,Items,https://oldschool.runescape.wiki/w/Items,,None,,
collection_log_easy_get-2-unique-notes-from-fossil-island_1fdaa10884,COLLECTION_LOG,EASY,Get 2 unique notes from Fossil Island,Items,https://oldschool.runescape.wiki/w/Items,,None,,
collection_log_easy_get-1-piece-of-prospector-equipment_9989ac998b,COLLECTION_LOG,EASY,Get 1 piece of Prospector equipment,Prospector boots,https://oldschool.runescape.wiki/w/Prospector_boots,,None,,
collection_log_easy_get-1-piece-of-prospector-equipment_9989ac998b,COLLECTION_LOG,EASY,Get 1 piece of Prospector equipment,Prospector boots,https://oldschool.runescape.wiki/w/Prospector_boots,,None,,
collection_log_easy_get-1-piece-of-prospector-equipment_9989ac998b,COLLECTION_LOG,EASY,Get 1 piece of Prospector equipment,Prospector boots,https://oldschool.runescape.wiki/w/Prospector_boots,,None,,
collection_log_easy_get-1-piece-of-prospector-equipment_9989ac998b,COLLECTION_LOG,EASY,Get 1 piece of Prospector equipment,Prospector boots,https://oldschool.runescape.wiki/w/Prospector_boots,,None,,
collection_log_easy_get-2-unique-ancient-pages_a18b0b0799,COLLECTION_LOG,EASY,Get 2 unique Ancient pages,Ancient chest,https://oldschool.runescape.wiki/w/Ancient_chest,,None,,
collection_log_easy_get-2-unique-ancient-pages_a18b0b0799,COLLECTION_LOG,EASY,Get 2 unique Ancient pages,Ancient chest,https://oldschool.runescape.wiki/w/Ancient_chest,,None,,
collection_log_easy_get-revenant-ether_37b4c9f30d,COLLECTION_LOG,EASY,Get Revenant ether,Revenant ether,https://oldschool.runescape.wiki/w/Revenant_ether,,None,,
collection_log_easy_get-1-piece-of-graceful-equipment_0b6ceead34,COLLECTION_LOG,EASY,Get 1 piece of Graceful equipment,Graceful outfit,https://oldschool.runescape.wiki/w/Graceful_outfit,,None,,
collection_log_easy_get-1-piece-of-graceful-equipment_0b6ceead34,COLLECTION_LOG,EASY,Get 1 piece of Graceful equipment,Graceful outfit,https://oldschool.runescape.wiki/w/Graceful_outfit,,None,,
collection_log_easy_get-1-piece-of-graceful-equipment_0b6ceead34,COLLECTION_LOG,EASY,Get 1 piece of Graceful equipment,Graceful outfit,https://oldschool.runescape.wiki/w/Graceful_outfit,,None,,
collection_log_easy_get-a-crawling-hand_e09c25e986,COLLECTION_LOG,EASY,Get a Crawling hand,Crawling Hand,https://oldschool.runescape.wiki/w/Crawling_Hand,,None,,
collection_log_easy_get-a-cockatrice-head_db058a5d7a,COLLECTION_LOG,EASY,Get a Cockatrice head,Cockatrice head,https://oldschool.runescape.wiki/w/Cockatrice_head,,None,,
collection_log_easy_get-1-unique-from-mogres_3e23fd98a3,COLLECTION_LOG,EASY,Get 1 unique from Mogres,Drops,https://oldschool.runescape.wiki/w/Drops,,None,,
collection_log_easy_get-1-unique-from-mogres_3e23fd98a3,COLLECTION_LOG,EASY,Get 1 unique from Mogres,Drops,https://oldschool.runescape.wiki/w/Drops,,None,,
collection_log_easy_get-a-brine-sabre_0a2621b964,COLLECTION_LOG,EASY,Get a Brine sabre,Brine sabre,https://oldschool.runescape.wiki/w/Brine_sabre,,None,,
collection_log_easy_get-1-unique-from-turoths_637a82343f,COLLECTION_LOG,EASY,Get 1 unique from Turoths,Drops,https://oldschool.runescape.wiki/w/Drops,,None,,
collection_log_easy_get-1-unique-from-turoths_637a82343f,COLLECTION_LOG,EASY,Get 1 unique from Turoths,Drops,https://oldschool.runescape.wiki/w/Drops,,None,,
collection_log_easy_get-a-black-mask_836b04b6d8,COLLECTION_LOG,EASY,Get a Black mask,Black mask,https://oldschool.runescape.wiki/w/Black_mask,,None,,
collection_log_easy_get-the-next-tier-of-metal-boots_ded3fa8568,COLLECTION_LOG,EASY,Get the next tier of metal boots,Raging Echoes League,https://oldschool.runescape.wiki/w/Raging_Echoes_League,,None,,
collection_log_easy_get-the-next-tier-of-metal-boots_ded3fa8568,COLLECTION_LOG,EASY,Get the next tier of metal boots,Raging Echoes League,https://oldschool.runescape.wiki/w/Raging_Echoes_League,,None,,
collection_log_easy_get-the-next-tier-of-metal-boots_ded3fa8568,COLLECTION_LOG,EASY,Get the next tier of metal boots,Raging Echoes League,https://oldschool.runescape.wiki/w/Raging_Echoes_League,,None,,
collection_log_easy_get-the-next-tier-of-metal-boots_ded3fa8568,COLLECTION_LOG,EASY,Get the next tier of metal boots,Raging Echoes League,https://oldschool.runescape.wiki/w/Raging_Echoes_League,,None,,
collection_log_easy_get-the-next-tier-of-metal-boots_ded3fa8568,COLLECTION_LOG,EASY,Get the next tier of metal boots,Raging Echoes League,https://oldschool.runescape.wiki/w/Raging_Echoes_League,,None,,
collection_log_easy_get-a-mystic-hat-light_53b9db3364,COLLECTION_LOG,EASY,Get a Mystic hat (light),Mystic hat (light),https://oldschool.runescape.wiki/w/Mystic_hat_%28light%29,,None,,
collection_log_easy_get-mystic-gloves-light_e13a93d296,COLLECTION_LOG,EASY,Get Mystic gloves (light),Mystic gloves (light),https://oldschool.runescape.wiki/w/Mystic_gloves_%28light%29,,None,,
collection_log_easy_get-mystic-boots-light_13d7a9e292,COLLECTION_LOG,EASY,Get Mystic boots (light),Mystic boots (light),https://oldschool.runescape.wiki/w/Mystic_boots_%28light%29,,None,,
collection_log_easy_get-1-unique-from-infernal-mages_4d481d5d33,COLLECTION_LOG,EASY,Get 1 unique from Infernal Mages,Drops,https://oldschool.runescape.wiki/w/Drops,,None,,
collection_log_easy_get-1-unique-from-infernal-mages_4d481d5d33,COLLECTION_LOG,EASY,Get 1 unique from Infernal Mages,Drops,https://oldschool.runescape.wiki/w/Drops,,None,,
collection_log_easy_get-mystic-gloves-dark_34631d1631,COLLECTION_LOG,EASY,Get Mystic gloves (dark),Mystic gloves (dark),https://oldschool.runescape.wiki/w/Mystic_gloves_%28dark%29,,None,,
collection_log_easy_get-1-unique-tzhaar-drop_04520cafd7,COLLECTION_LOG,EASY,Get 1 unique Tzhaar drop,Treasure Trails,https://oldschool.runescape.wiki/w/Treasure_Trails,,None,,
collection_log_easy_get-1-unique-tzhaar-drop_04520cafd7,COLLECTION_LOG,EASY,Get 1 unique Tzhaar drop,Treasure Trails,https://oldschool.runescape.wiki/w/Treasure_Trails,,None,,
collection_log_easy_get-a-big-swordfish_3d0bacc388,COLLECTION_LOG,EASY,Get a Big swordfish,Big swordfish,https://oldschool.runescape.wiki/w/Big_swordfish,,None,,
collection_log_easy_get-a-big-bass_a1327023cf,COLLECTION_LOG,EASY,Get a Big bass,Big bass,https://oldschool.runescape.wiki/w/Big_bass,,None,,
collection_log_easy_get-a-long-bone_dc46767d6d,COLLECTION_LOG,EASY,Get a Long bone,Long bone,https://oldschool.runescape.wiki/w/Long_bone,,None,,
collection_log_easy_get-an-ecumenical-key_28c2e8cf3e,COLLECTION_LOG,EASY,Get an Ecumenical key,Ecumenical key,https://oldschool.runescape.wiki/w/Ecumenical_key,,None,,
collection_log_easy_get-1-unique-dark-totem-piece-ancient-sh_bdb133b618,COLLECTION_LOG,EASY,Get 1 unique Dark totem piece / Ancient shard,Cyclops (Catacombs of Kourend),https://oldschool.runescape.wiki/w/Cyclops_%28Catacombs_of_Kourend%29,,None,,
collection_log_easy_get-1-unique-dark-totem-piece-ancient-sh_bdb133b618,COLLECTION_LOG,EASY,Get 1 unique Dark totem piece / Ancient shard,Cyclops (Catacombs of Kourend),https://oldschool.runescape.wiki/w/Cyclops_%28Catacombs_of_Kourend%29,,None,,
collection_log_easy_get-1-unique-dark-totem-piece-ancient-sh_bdb133b618,COLLECTION_LOG,EASY,Get 1 unique Dark totem piece / Ancient shard,Cyclops (Catacombs of Kourend),https://oldschool.runescape.wiki/w/Cyclops_%28Catacombs_of_Kourend%29,,None,,
collection_log_easy_get-1-unique-dark-totem-piece-ancient-sh_bdb133b618,COLLECTION_LOG,EASY,Get 1 unique Dark totem piece / Ancient shard,Cyclops (Catacombs of Kourend),https://oldschool.runescape.wiki/w/Cyclops_%28Catacombs_of_Kourend%29,,None,,
collection_log_easy_get-mining-gloves_01e0c92e68,COLLECTION_LOG,EASY,Get Mining gloves,Mining gloves,https://oldschool.runescape.wiki/w/Mining_gloves,,None,,
collection_log_easy_get-a-right-skull-half_eb0d52740e,COLLECTION_LOG,EASY,Get a Right skull half,Right skull half,https://oldschool.runescape.wiki/w/Right_skull_half,,None,,
collection_log_easy_get-a-left-skull-half_1bcb7de3ae,COLLECTION_LOG,EASY,Get a Left skull half,Left skull half,https://oldschool.runescape.wiki/w/Left_skull_half,,None,,
collection_log_easy_get-a-top-of-sceptre_2b867705ac,COLLECTION_LOG,EASY,Get a Top of sceptre,Top of sceptre,https://oldschool.runescape.wiki/w/Top_of_sceptre,,None,,
collection_log_easy_get-a-bottom-of-sceptre_d1e3d35b32,COLLECTION_LOG,EASY,Get a Bottom of sceptre,Bottom of sceptre,https://oldschool.runescape.wiki/w/Bottom_of_sceptre,,None,,
collection_log_easy_get-a-mossy-key_179ffa0168,COLLECTION_LOG,EASY,Get a Mossy key,Mossy key,https://oldschool.runescape.wiki/w/Mossy_key,,None,,
collection_log_easy_get-a-giant-key_b528204588,COLLECTION_LOG,EASY,Get a Giant key,Giant key,https://oldschool.runescape.wiki/w/Giant_key,,None,,
collection_log_easy_get-a-fresh-crab-claw-fresh-crab-shell_b07ced3ffb,COLLECTION_LOG,EASY,Get a Fresh crab claw & Fresh crab shell,Crab,https://oldschool.runescape.wiki/w/Crab,,None,,
collection_log_easy_get-a-xeric-s-talisman-inert_53db3d1448,COLLECTION_LOG,EASY,Get a Xeric's talisman (inert),Xeric's talisman,https://oldschool.runescape.wiki/w/Xeric%27s_talisman,,None,,
collection_log_easy_complete-the-ardougne-easy-diary_430b0b1be2,COLLECTION_LOG,EASY,Complete the Ardougne Easy Diary,The Depths of Despair,https://oldschool.runescape.wiki/w/The_Depths_of_Despair,,None,,
collection_log_easy_complete-the-desert-easy-diary_eb6fc00fc3,COLLECTION_LOG,EASY,Complete the Desert Easy Diary,Desert goat horn,https://oldschool.runescape.wiki/w/Desert_goat_horn,,None,,
collection_log_easy_complete-the-falador-easy-diary_4c753605f0,COLLECTION_LOG,EASY,Complete the Falador Easy Diary,Burthorpe,https://oldschool.runescape.wiki/w/Burthorpe,,None,,
collection_log_easy_complete-the-fremennik-easy-diary_cecb5e9d15,COLLECTION_LOG,EASY,Complete the Fremennik Easy Diary,Enchanted lyre,https://oldschool.runescape.wiki/w/Enchanted_lyre,,None,,
collection_log_easy_complete-the-kandarin-easy-diary_e78142d659,COLLECTION_LOG,EASY,Complete the Kandarin Easy Diary,Raging Echoes League/Areas/Kandarin,https://oldschool.runescape.wiki/w/Raging_Echoes_League/Areas/Kandarin,,None,,
collection_log_easy_complete-the-karamja-easy-diary_6149c42eb7,COLLECTION_LOG,EASY,Complete the Karamja Easy Diary,Achievement Diary,https://oldschool.runescape.wiki/w/Achievement_Diary,,None,,
collection_log_easy_complete-the-kourend-kebos-easy-diary_53402bbff5,COLLECTION_LOG,EASY,Complete the Kourend&Kebos Easy Diary,Achievement Diary,https://oldschool.runescape.wiki/w/Achievement_Diary,,None,,
collection_log_easy_complete-the-lumbridge-draynor-easy-diar_6e1447e3d7,COLLECTION_LOG,EASY,Complete the Lumbridge&Draynor Easy Diary,Raging Echoes League/Areas/Misthalin,https://oldschool.runescape.wiki/w/Raging_Echoes_League/Areas/Misthalin,,None,,
collection_log_easy_complete-the-morytania-easy-diary_631381dbaa,COLLECTION_LOG,EASY,Complete the Morytania Easy Diary,Slayer Tower,https://oldschool.runescape.wiki/w/Slayer_Tower,,None,,
collection_log_easy_complete-the-varrock-easy-diary_51bb0a320f,COLLECTION_LOG,EASY,Complete the Varrock Easy Diary,Achievement Diary,https://oldschool.runescape.wiki/w/Achievement_Diary,,None,,
collection_log_easy_complete-the-western-provinces-easy-diar_0d00baf85d,COLLECTION_LOG,EASY,Complete the Western Provinces Easy Diary,Western Provinces Diary,https://oldschool.runescape.wiki/w/Western_Provinces_Diary,,None,,
collection_log_easy_complete-the-wilderness-easy-diary_f5d7fbf7f0,COLLECTION_LOG,EASY,Complete the Wilderness Easy Diary,Achievement Diary,https://oldschool.runescape.wiki/w/Achievement_Diary,,None,,
collection_log_easy_get-a-supply-crate-from-mahogany-homes_d01466b0e8,COLLECTION_LOG,EASY,Get a Supply crate from Mahogany Homes,Bounty supply crate (unobtainable item),https://oldschool.runescape.wiki/w/Bounty_supply_crate_%28unobtainable_item%29,,None,,
collection_log_easy_get-1-unique-from-tempoross_c6a50a7e01,COLLECTION_LOG,EASY,Get 1 unique from Tempoross,Drops,https://oldschool.runescape.wiki/w/Drops,,None,,
collection_log_easy_get-1-unique-from-tempoross_c6a50a7e01,COLLECTION_LOG,EASY,Get 1 unique from Tempoross,Drops,https://oldschool.runescape.wiki/w/Drops,,None,,
collection_log_easy_get-1-unique-from-tempoross_c6a50a7e01,COLLECTION_LOG,EASY,Get 1 unique from Tempoross,Drops,https://oldschool.runescape.wiki/w/Drops,,None,,
collection_log_easy_get-1-unique-from-tempoross_c6a50a7e01,COLLECTION_LOG,EASY,Get 1 unique from Tempoross,Drops,https://oldschool.runescape.wiki/w/Drops,,None,,
collection_log_easy_get-5-unique-items-at-camdozaal_8bad11c392,COLLECTION_LOG,EASY,Get 5 unique items at Camdozaal,Ancient ledger,https://oldschool.runescape.wiki/w/Ancient_ledger,,None,,
collection_log_easy_get-5-unique-items-at-camdozaal_8bad11c392,COLLECTION_LOG,EASY,Get 5 unique items at Camdozaal,Ancient ledger,https://oldschool.runescape.wiki/w/Ancient_ledger,,None,,
collection_log_easy_get-1-unique-from-guardians-of-the-rift_9c0198b475,COLLECTION_LOG,EASY,Get 1 unique from Guardians of the Rift,Drops,https://oldschool.runescape.wiki/w/Drops,,None,,
collection_log_easy_get-1-unique-from-guardians-of-the-rift_9c0198b475,COLLECTION_LOG,EASY,Get 1 unique from Guardians of the Rift,Drops,https://oldschool.runescape.wiki/w/Drops,,None,,
collection_log_easy_get-1-unique-from-guardians-of-the-rift_9c0198b475,COLLECTION_LOG,EASY,Get 1 unique from Guardians of the Rift,Drops,https://oldschool.runescape.wiki/w/Drops,,None,,
collection_log_easy_get-1-unique-from-guardians-of-the-rift_9c0198b475,COLLECTION_LOG,EASY,Get 1 unique from Guardians of the Rift,Drops,https://oldschool.runescape.wiki/w/Drops,,None,,
collection_log_easy_get-1-unique-from-giants-foundry_8854af764c,COLLECTION_LOG,EASY,Get 1 unique from Giants' Foundry,Drops,https://oldschool.runescape.wiki/w/Drops,,None,,
collection_log_easy_get-1-unique-from-giants-foundry_8854af764c,COLLECTION_LOG,EASY,Get 1 unique from Giants' Foundry,Drops,https://oldschool.runescape.wiki/w/Drops,,None,,
collection_log_easy_get-1-unique-from-giants-foundry_8854af764c,COLLECTION_LOG,EASY,Get 1 unique from Giants' Foundry,Drops,https://oldschool.runescape.wiki/w/Drops,,None,,
collection_log_easy_get-1-unique-from-giants-foundry_8854af764c,COLLECTION_LOG,EASY,Get 1 unique from Giants' Foundry,Drops,https://oldschool.runescape.wiki/w/Drops,,None,,
collection_log_easy_get-1-unique-from-forestry_3323f2f640,COLLECTION_LOG,EASY,Get 1 unique from Forestry,Drops,https://oldschool.runescape.wiki/w/Drops,,None,,
collection_log_easy_get-1-unique-from-forestry_3323f2f640,COLLECTION_LOG,EASY,Get 1 unique from Forestry,Drops,https://oldschool.runescape.wiki/w/Drops,,None,,
collection_log_easy_get-1-unique-from-forestry_3323f2f640,COLLECTION_LOG,EASY,Get 1 unique from Forestry,Drops,https://oldschool.runescape.wiki/w/Drops,,None,,
collection_log_easy_get-1-unique-from-forestry_3323f2f640,COLLECTION_LOG,EASY,Get 1 unique from Forestry,Drops,https://oldschool.runescape.wiki/w/Drops,,None,,
collection_log_easy_get-1-unique-from-forestry_3323f2f640,COLLECTION_LOG,EASY,Get 1 unique from Forestry,Drops,https://oldschool.runescape.wiki/w/Drops,,None,,
collection_log_easy_get-1-unique-from-forestry_3323f2f640,COLLECTION_LOG,EASY,Get 1 unique from Forestry,Drops,https://oldschool.runescape.wiki/w/Drops,,None,,
collection_log_easy_get-a-warped-sceptre_9f804ad9cf,COLLECTION_LOG,EASY,Get a Warped sceptre,Warped sceptre,https://oldschool.runescape.wiki/w/Warped_sceptre,,None,,
collection_log_easy_get-1-unique-from-the-hunter-guild_c2e448a9b6,COLLECTION_LOG,EASY,Get 1 unique from the Hunter Guild,Drops,https://oldschool.runescape.wiki/w/Drops,,None,,
collection_log_easy_get-the-sulphur-blades_58eb08621e,COLLECTION_LOG,EASY,Get the Sulphur blades,Sulphur blades,https://oldschool.runescape.wiki/w/Sulphur_blades,,None,,
